Data,Prodotto,Vendite,Prezzo
2024-12-16,Acqua,22.0,4.460601948803313
2024-10-30,Acqua,52.77040816326531,5.38900361759138
2024-09-27,Pane,80.0,6.870018335909252
2024-08-02,Biscotti,72.0,9.55477947327583
2024-09-08,Latte,65.0,6.405859598935203
2024-07-08,Pizza,51.0,7.692345245589038
2024-10-22,Pizza,70.0,5.556394535456825
2024-07-31,Acqua,51.0,6.706936282386982
2024-07-26,Pane,65.0,1.638389945203961
2024-08-24,Pizza,45.0,3.289524227576623
2024-12-03,Biscotti,93.0,4.256677838846248
2024-02-22,Acqua,77.0,5.252440195058622
2024-10-06,Latte,52.77040816326531,1.4108387095214536
2024-08-04,Acqua,63.0,2.2602168779798593
2024-09-08,Latte,10.0,3.491328770121752
2024-07-06,Acqua,53.0,9.743794218109455
2024-02-10,Acqua,54.0,3.9821230639274567
2024-06-05,Acqua,56.0,5.338369523008743
2024-01-15,Latte,22.0,2.764879414645536
2024-10-27,Latte,31.0,6.497020639681915
2024-03-05,Acqua,30.0,3.5261489396437686
2024-12-10,Pizza,95.0,2.8629332059458408
2024-11-22,Pane,52.77040816326531,5.649153656013811
2024-01-09,Pane,35.0,1.0495521924437874
2024-12-09,Pane,18.0,1.0689762938430278
2024-05-08,Latte,24.0,2.9716192819167198
2024-05-15,Latte,19.0,1.3304922625073903
2024-03-03,Pizza,97.0,1.9722317871762223
2024-05-18,Pane,51.0,4.049745844048765
2024-03-21,Pane,81.0,8.223271116218315
2024-06-11,Acqua,33.0,6.148437790323707
2024-10-15,Latte,89.0,5.614009533607748
2024-09-17,Pane,58.0,3.6413994088730948
2024-08-18,Pizza,35.0,9.385783474895348
2024-02-10,Pizza,52.77040816326531,4.573135371134725
2024-01-28,Pane,77.0,1.7838349011619434
2024-05-14,Latte,59.0,6.5535986450602115
2024-07-19,Pizza,33.0,2.0245455412894127
2024-11-23,Acqua,28.0,4.107008285215229
2024-09-24,Pizza,69.0,5.56670744846028
2024-02-02,Biscotti,48.0,8.868002722166583
2024-02-17,Biscotti,83.0,5.441919223061068
2024-03-02,Latte,98.0,7.3203288942849785
2024-08-03,Pane,27.0,9.935351550991633
2024-10-19,Latte,28.0,2.1834020790818345
2024-04-08,Latte,45.0,3.4725837296756756
2024-06-20,Latte,83.0,4.551184680378817
2024-12-25,Latte,64.0,4.796453606849482
2024-08-01,Acqua,78.0,4.699189677389912
2024-02-04,Acqua,56.0,9.168499023008994
2024-08-14,Pizza,58.0,7.426293800201708
2024-04-10,Biscotti,42.0,6.471146926816334
2024-05-10,Latte,30.0,3.784354460765039
2024-09-13,Pizza,90.0,8.414113457991652
2024-01-05,Biscotti,31.0,9.5955446033649
2024-08-05,Pane,57.0,8.390784542952039
2024-09-11,Acqua,46.0,1.0140859467232561
2024-12-24,Biscotti,24.0,6.727612331650663
2024-10-09,Pane,44.0,1.4602184329789065
2024-07-25,Biscotti,80.0,3.318464983003497
2024-01-15,Acqua,41.0,1.5357223031299452
2024-12-11,Acqua,20.0,6.43415907654449
2024-02-11,Pizza,52.77040816326531,7.179309221433461
2024-06-27,Latte,82.0,2.030388742593146
2024-03-03,Biscotti,87.0,4.454549947404815
2024-12-17,Biscotti,86.0,5.106128580599878
2024-08-18,Pane,66.0,4.321477195848249
2024-08-28,Acqua,34.0,2.0892250043667375
2024-02-21,Biscotti,11.0,4.770530111687279
2024-04-05,Acqua,73.0,7.760602430275763
2024-08-09,Biscotti,44.0,1.639068980799299
2024-08-18,Pizza,16.0,1.7216201267371312
2024-08-24,Latte,94.0,4.192941626523858
2024-05-22,Biscotti,27.0,9.475531404570326
2024-06-19,Acqua,76.0,7.017153820506227
2024-01-29,Pizza,51.0,7.108029610053083
2024-02-05,Biscotti,48.0,4.257279917540785
2024-01-13,Pane,50.0,6.342947120876846
2024-06-08,Latte,84.0,1.0911806562496904
2024-11-22,Biscotti,33.0,6.72486441768588
2024-07-05,Pizza,69.0,9.21958252818613
2024-08-30,Pane,55.0,6.513161215103373
2024-03-26,Pizza,28.0,8.863287341197106
2024-10-10,Pizza,77.0,7.515757499194844
2024-03-06,Pane,99.0,2.085025747633212
2024-06-18,Pizza,51.0,9.122079765572575
2024-02-14,Pane,41.0,1.597994599201974
2024-03-02,Biscotti,48.0,5.805707252929874
2024-05-13,Pane,45.0,2.279234114141119
2024-10-10,Pane,45.0,1.1053594965781366
2024-01-28,Latte,12.0,4.798308341148751
2024-04-17,Pane,82.0,3.6553663688874063
2024-02-13,Pane,17.0,5.374004444178427
2024-12-05,Biscotti,79.0,6.194798980610957
2024-10-12,Latte,50.0,1.393651650780526
2024-11-26,Acqua,77.0,2.1070296561137107
2024-05-07,Biscotti,22.0,6.027781568053828
2024-12-13,Biscotti,58.0,4.088506178553924
2024-08-18,Acqua,69.0,7.562561387945032
2024-07-08,Pane,11.0,6.8706248373274565
2024-08-12,Pizza,69.0,8.610439266909161
2024-10-09,Latte,14.0,7.2324354400230275
2024-04-30,Pizza,53.0,4.869379696511333
2024-04-25,Acqua,36.0,7.056699601549892
2024-08-20,Biscotti,41.0,3.4784305682987666
2024-09-15,Biscotti,30.0,3.756821489003914
2024-12-24,Latte,17.0,8.10086643928714
2024-07-16,Biscotti,81.0,5.01777564761424
2024-05-16,Biscotti,59.0,8.185423064665173
2024-11-13,Latte,76.0,8.401801363014506
2024-06-13,Latte,53.0,8.718061038951554
2024-08-12,Acqua,67.0,9.249717122570866
2024-11-02,Biscotti,12.0,4.878866984619666
2024-08-21,Biscotti,95.0,3.8698013648902494
2024-06-20,Acqua,79.0,6.2397887193470245
2024-05-31,Pane,11.0,4.340551810938648
2024-11-10,Pane,96.0,6.4096675012020965
2024-06-08,Pane,53.0,7.350272763794422
2024-04-05,Acqua,11.0,7.195645166429232
2024-08-20,Biscotti,90.0,4.370975983181092
2024-06-28,Acqua,44.0,2.501741815288775
2024-04-22,Acqua,96.0,4.874764046159868
2024-11-13,Pane,39.0,2.283347296737179
2024-02-21,Pizza,17.0,9.010873316654274
2024-09-24,Biscotti,31.0,4.112897146640717
2024-10-21,Pane,53.0,2.390137725009914
2024-04-22,Pizza,67.0,1.229029839151758
2024-04-10,Pizza,45.0,6.8124014765783585
2024-04-22,Latte,78.0,6.732120857092689
2024-03-21,Biscotti,86.0,4.065437499231625
2024-07-05,Pizza,40.0,1.6454069996288592
2024-04-22,Pane,56.0,4.686660054057088
2024-01-02,Latte,64.0,3.800957455570542
2024-05-09,Biscotti,89.0,7.094085757615084
2024-08-07,Acqua,71.0,6.452013245074213
2024-02-23,Pane,39.0,4.28134355377786
2024-12-08,Pizza,64.0,2.961032988294911
2024-08-11,Pizza,25.0,9.892323695400327
2024-08-12,Pane,52.77040816326531,5.086014590765034
2024-05-05,Pizza,26.0,7.194468122022133
2024-05-09,Latte,25.0,2.264976708205247
2024-02-22,Biscotti,21.0,5.37030729693458
2024-06-20,Latte,17.0,1.2478304788251893
2024-08-05,Pizza,93.0,5.549096061194049
2024-06-08,Acqua,12.0,9.67615666405932
2024-07-16,Biscotti,25.0,4.457860416872202
2024-09-03,Biscotti,39.0,1.3509641131742043
2024-11-19,Pane,32.0,1.2786021182740916
2024-07-21,Pane,14.0,4.4918808395218255
2024-07-02,Acqua,93.0,2.4402244281687464
2024-05-02,Biscotti,74.0,1.2101688669536732
2024-09-11,Acqua,39.0,7.805922525551591
2024-10-20,Pane,30.0,5.126707079937016
2024-10-06,Pane,93.0,3.603202947753891
2024-11-20,Biscotti,79.0,9.100748647148327
2024-04-07,Latte,31.0,2.0452506418047305
2024-07-16,Pizza,91.0,9.603269460597874
2024-08-27,Pane,81.0,3.8257004563961754
2024-05-23,Pane,41.0,8.995633050778132
2024-04-06,Latte,42.0,6.426485888315154
2024-07-19,Latte,25.0,8.440366237673388
2024-05-03,Acqua,85.0,9.856118468894179
2024-07-05,Acqua,47.0,3.5956489403687115
2024-11-21,Pizza,23.0,9.650219368668337
2024-12-14,Pizza,45.0,4.505337054121783
2024-09-15,Biscotti,32.0,4.4696071426323005
2024-05-27,Acqua,75.0,4.063483938290551
2024-09-08,Pane,94.0,5.872668466128267
2024-12-11,Acqua,11.0,2.387305388606384
2024-05-26,Pane,82.0,5.983403368222101
2024-05-27,Latte,74.0,5.875343311690036
2024-12-17,Acqua,84.0,7.85711631344383
2024-07-17,Latte,76.0,8.50284965743827
2024-11-03,Pizza,61.0,4.963972152811817
2024-05-07,Pizza,71.0,3.7209992441634436
2024-02-08,Biscotti,32.0,3.33401407585385
2024-12-03,Acqua,35.0,2.7516145303438475
2024-12-25,Latte,77.0,1.5188282397912238
2024-05-08,Pane,91.0,4.08203180951242
2024-09-23,Pizza,64.0,3.4322292291770493
2024-05-30,Pizza,15.0,9.697756472797666
2024-10-24,Pane,44.0,6.019379436250396
2024-04-08,Latte,31.0,4.125493351274568
2024-09-19,Latte,52.0,6.224208408943264
2024-09-08,Acqua,24.0,2.2527703121112594
2024-05-23,Acqua,95.0,4.996393742819826
2024-12-11,Biscotti,52.77040816326531,6.636108892789575
2024-04-21,Pizza,21.0,5.400080486132063
2024-02-29,Acqua,58.0,4.616009205888918
2024-01-02,Latte,51.0,9.944635500097284
2024-10-30,Pane,47.0,8.922832859340343
2024-09-10,Latte,91.0,6.610653623434961
2024-05-19,Pizza,54.0,6.124396250640545
2024-02-06,Latte,44.0,6.585944318421257
2024-06-08,Biscotti,39.0,2.8118089704018994
2024-01-09,Pizza,97.0,4.5562396893788675
2024-08-20,Pane,39.0,1.3551357960180939
2024-04-08,Biscotti,87.0,5.27991433738144
2024-05-26,Pizza,15.0,5.887221255618969
2024-10-30,Pane,76.0,3.0497476249288864
2024-07-26,Biscotti,89.0,9.676259624489624
2024-05-10,Biscotti,16.0,9.185091498435177
2024-05-31,Pizza,61.0,7.499289119103153
2024-02-23,Acqua,23.0,5.800479658888263
2024-04-29,Biscotti,82.0,8.829722436829165
2024-06-09,Biscotti,24.0,2.1758710944111663
2024-04-25,Pane,30.0,8.114588148473965
2024-03-15,Latte,44.0,2.1233873257016347
2024-04-22,Pizza,75.0,8.147895962944649
2024-04-13,Pizza,11.0,3.481908114262213
2024-12-05,Acqua,44.0,8.8938152291637
2024-09-10,Acqua,91.0,9.49637884442858
2024-08-14,Pizza,87.0,2.3391637246460406
2024-04-21,Acqua,29.0,5.164080445588541
2024-04-08,Pane,91.0,9.828886403464166
2024-06-01,Pizza,19.0,5.35066692375832
2024-12-14,Acqua,34.0,8.771927702630906
2024-12-03,Pizza,75.0,6.298583699181878
2024-07-12,Latte,34.0,4.377969171276417
2024-11-05,Biscotti,63.0,3.5720519997328317
2024-06-11,Pizza,42.0,2.8290078197747857
2024-07-26,Biscotti,45.0,7.856183722399275
2024-06-17,Acqua,23.0,4.478864561407251
2024-06-09,Biscotti,74.0,5.60147915980676
2024-03-08,Pizza,89.0,5.430929320010637
2024-10-15,Latte,63.0,6.195511263098181
2024-10-03,Acqua,61.0,8.79019431062097
2024-10-30,Pizza,12.0,9.826654092250864
2024-05-14,Acqua,50.0,4.668257877164352
2024-07-13,Pane,15.0,8.447670298956726
2024-05-07,Biscotti,34.0,7.8807501518924585
2024-02-02,Pane,22.0,6.1617605631001595
2024-06-24,Pizza,17.0,9.604424292507398
2024-01-22,Latte,30.0,2.804270639755625
2024-08-25,Acqua,77.0,1.9833778927865926
2024-06-06,Biscotti,34.0,8.6856577025988
2024-02-07,Acqua,88.0,4.952348349703735
2024-08-17,Pizza,77.0,8.622719687863544
2024-12-30,Acqua,54.0,9.037811846758734
2024-02-20,Biscotti,69.0,1.562118342571643
2024-09-20,Pizza,21.0,8.951182866874547
2024-10-09,Acqua,41.0,5.0348714983248
2024-01-27,Latte,22.0,5.59389240103809
2024-08-13,Pizza,40.0,6.639332599838892
2024-10-03,Pizza,87.0,9.33744346057078
2024-10-12,Latte,29.0,1.1720448498678762
2024-04-06,Pane,27.0,5.291591214860354
2024-10-10,Biscotti,69.0,7.189498381875046
2024-11-12,Pane,72.0,7.5043626192840565
2024-10-30,Acqua,15.0,7.232791883833972
2024-05-26,Latte,41.0,2.2099161646730967
2024-01-04,Pane,52.0,3.694560295345131
2024-02-04,Pizza,11.0,4.228439728753122
2024-07-10,Acqua,69.0,8.239934869115544
2024-02-18,Acqua,32.0,3.508838851730977
2024-01-17,Pane,92.0,2.8963446748048285
2024-06-20,Pane,40.0,9.617032171342865
2024-08-07,Latte,14.0,1.07976956602122
2024-06-06,Biscotti,92.0,9.980387701137804
2024-02-15,Pane,43.0,7.091391689716561
2024-01-06,Pane,19.0,8.456223695042054
2024-04-08,Pizza,98.0,3.6515745671157385
2024-08-20,Acqua,11.0,1.1288374990035397
2024-02-06,Biscotti,20.0,7.64082566705377
2024-10-06,Pizza,59.0,8.507301373006083
2024-12-14,Latte,40.0,7.664285187581672
2024-10-28,Latte,65.0,2.285652585707547
2024-06-29,Pane,88.0,7.7808513003127215
2024-04-04,Pane,82.0,7.920305038968769
2024-04-08,Latte,96.0,6.926864641030494
2024-07-06,Pane,92.0,7.895043395160275
2024-04-25,Biscotti,18.0,8.613292957099588
2024-07-09,Pane,30.0,6.522437028137126
2024-09-09,Acqua,82.0,1.7974424257271115
2024-06-09,Pane,37.0,5.388650287004898
2024-09-12,Pizza,71.0,1.6988440120444457
2024-11-18,Biscotti,16.0,4.667887279291877
2024-05-07,Pizza,89.0,4.663958402130649
2024-01-18,Pizza,25.0,1.5940885972621741
2024-10-07,Acqua,13.0,4.139384805725314
2024-08-10,Biscotti,13.0,1.9989828891218335
2024-02-23,Biscotti,49.0,8.274116890083
2024-02-27,Biscotti,26.0,9.529192233680236
2024-11-18,Biscotti,61.0,1.6508482773214475
2024-12-25,Biscotti,61.0,9.596036865625313
2024-06-22,Acqua,45.0,5.703189394030707
2024-10-06,Pane,47.0,3.696091101584865
2024-04-23,Pizza,59.0,1.6917586774854716
2024-10-14,Biscotti,72.0,5.50561841263376
2024-12-07,Pane,72.0,8.150639900416738
2024-05-30,Pane,71.0,7.363778295400284
2024-05-06,Pizza,16.0,1.4520341031757638
2024-06-03,Acqua,36.0,1.6561165183111317
2024-09-29,Latte,95.0,4.625859543693734
2024-04-13,Latte,23.0,3.6576144464314897
2024-10-25,Pane,80.0,3.0914589075044305
2024-09-02,Pizza,95.0,3.5290404901784225
2024-06-24,Latte,14.0,8.23134468967196
2024-02-08,Pane,64.0,9.363052482686685
2024-06-18,Acqua,11.0,4.645924250748098
2024-09-03,Latte,71.0,9.154999019192473
2024-01-26,Pane,30.0,3.8934613112309377
2024-12-20,Pane,88.0,5.287932877094125
2024-11-01,Biscotti,30.0,3.0342609803439977
2024-01-13,Acqua,19.0,6.7642843795825955
2024-11-11,Biscotti,96.0,9.81083003657328
2024-11-08,Pizza,67.0,6.431437864390408
2024-02-05,Biscotti,48.0,4.22032675702194
2024-06-21,Biscotti,14.0,6.830357013914755
2024-01-20,Latte,74.0,2.106286106188488
2024-11-16,Pane,22.0,8.997931722388588
2024-09-20,Acqua,94.0,5.527755557018527
2024-05-21,Biscotti,99.0,5.0441476783567785
2024-05-22,Acqua,94.0,6.272783096081673
2024-04-01,Biscotti,62.0,6.623054765104622
2024-12-19,Pizza,91.0,1.6459822560386173
2024-11-17,Biscotti,54.0,7.143554991010622
2024-10-14,Latte,41.0,3.177385122839766
2024-08-02,Pane,45.0,7.4255736925593085
2024-12-07,Pizza,90.0,8.40281314945777
2024-02-20,Biscotti,69.0,8.235626567972684
2024-06-01,Acqua,20.0,5.972508706671002
2024-07-04,Pizza,72.0,5.68152903079676
2024-03-03,Pizza,30.0,2.2858836520547055
2024-07-08,Biscotti,61.0,7.978115353628221
2024-05-04,Pizza,64.0,3.4426844240204293
2024-05-29,Acqua,35.0,5.470258805361519
2024-11-09,Pizza,77.0,3.5584668363476504
2024-02-27,Acqua,43.0,2.2044552669972384
2024-12-07,Biscotti,61.0,6.666019272025629
2024-10-31,Pane,91.0,1.4889883134061344
2024-06-28,Pizza,61.0,7.7378071071358
2024-06-18,Pane,38.0,3.85828115735005
2024-11-21,Acqua,47.0,1.001212237040368
2024-09-27,Pizza,51.0,5.6001622531350685
2024-02-23,Latte,30.0,1.4216671767484281
2024-04-10,Pane,51.0,3.4855260203880953
2024-09-20,Pizza,22.0,7.362788387101445
2024-02-22,Pane,73.0,1.5642065945967927
2024-02-29,Pizza,26.0,8.554046431204021
2024-04-17,Biscotti,18.0,1.034379303927248
2024-01-05,Pane,50.0,3.2214148228171204
2024-04-12,Latte,10.0,7.668136505368643
2024-07-14,Latte,11.0,3.846431347563761
2024-09-18,Acqua,69.0,1.9170314925941216
2024-12-30,Pizza,57.0,4.242105269203851
2024-12-15,Pane,38.0,3.4335395774607296
2024-02-16,Acqua,19.0,8.584407119444993
2024-12-20,Pane,67.0,3.8201312582662883
2024-11-06,Pizza,69.0,8.100392245984064
2024-11-03,Latte,52.77040816326531,9.026849303296613
2024-05-23,Biscotti,52.77040816326531,4.904356776188766
2024-09-25,Latte,84.0,9.189488294689529
2024-05-03,Acqua,43.0,4.395862485668736
2024-04-15,Biscotti,17.0,9.676705748410974
2024-06-06,Acqua,68.0,1.8036057207301563
2024-05-26,Pizza,95.0,7.183173398529185
2024-05-24,Biscotti,81.0,5.444326364112358
2024-04-29,Acqua,58.0,4.488839249100824
2024-11-14,Pizza,88.0,6.694406908737408
2024-10-01,Latte,26.0,7.334713824708981
2024-04-01,Pizza,69.0,1.0392694268527818
2024-02-27,Pane,96.0,2.5025777987247886
2024-12-11,Pizza,97.0,7.417414455708868
2024-08-16,Pizza,54.0,6.997468722203858
2024-04-26,Pane,92.0,9.694427546158096
2024-11-13,Acqua,78.0,7.849340112257047
2024-10-05,Acqua,41.0,9.556954369582042
2024-05-06,Pizza,53.0,7.322864513813263
2024-05-08,Pane,74.0,3.6824698777549885
2024-02-27,Pane,96.0,1.9482843002577082
2024-05-01,Latte,17.0,8.03641477010442
2024-01-01,Acqua,86.0,6.797342993283243
2024-08-26,Biscotti,81.0,1.433674111539666
2024-10-16,Acqua,96.0,4.240454193108805
2024-04-05,Acqua,52.0,9.611198339358575
2024-05-05,Latte,10.0,5.503610311391811
2024-04-27,Biscotti,60.0,4.894562224177342
2024-02-17,Latte,33.0,5.119296446433646
2024-03-29,Biscotti,33.0,2.8799445160464736
2024-08-24,Pizza,26.0,4.318364537783157
2024-09-28,Biscotti,14.0,4.328319303884589
2024-07-07,Latte,29.0,1.4711951816872517
2024-07-10,Acqua,30.0,7.908108656661264
2024-03-09,Biscotti,67.0,4.7485398871349105
2024-10-04,Biscotti,40.0,8.39961898134781
2024-12-14,Pane,20.0,8.653132010079059
2024-09-03,Acqua,61.0,2.9079464922879223
2024-03-16,Pizza,24.0,6.916181339531157
2024-06-02,Latte,92.0,5.250536237466836
2024-05-23,Pizza,52.77040816326531,8.921410641293367
2024-03-26,Acqua,37.0,2.941666112588087
2024-07-03,Biscotti,60.0,7.100318802790398
2024-10-11,Biscotti,67.0,6.469769100274503
2024-08-07,Acqua,14.0,3.6577132981464953
2024-03-09,Biscotti,14.0,2.2294081328605535
2024-02-16,Biscotti,52.77040816326531,6.8647578442954895
2024-04-03,Biscotti,73.0,7.647377123190976
2024-08-25,Latte,19.0,3.84064609387015
2024-07-22,Latte,47.0,6.803493436200824
2024-08-05,Pane,90.0,4.556178168503529
2024-12-06,Pizza,17.0,7.41886194954356
2024-02-08,Acqua,34.0,2.792937474046478
2024-04-09,Acqua,82.0,9.01193502372557
2024-10-15,Acqua,75.0,3.5866863681902177
2024-09-10,Pane,88.0,4.310073889805376
2024-08-09,Latte,59.0,1.522827568723148
2024-12-22,Pane,76.0,2.0036099108914875
2024-01-23,Acqua,58.0,5.642757124410953
2024-09-06,Pizza,45.0,3.4083340905517434
2024-01-10,Biscotti,77.0,8.51932203167975
2024-09-02,Latte,87.0,1.1322404978945846
2024-11-20,Latte,50.0,4.411846438047426
2024-04-09,Pane,98.0,4.0361099209218345
2024-10-16,Latte,71.0,1.1739486782584092
2024-06-28,Acqua,19.0,2.119315591004592
2024-08-10,Acqua,30.0,4.722784074267717
2024-09-06,Pane,45.0,5.43578126002702
2024-05-26,Acqua,21.0,4.638607725293822
2024-04-05,Pizza,11.0,5.778439105708845
2024-09-13,Pane,22.0,6.356185074151134
2024-11-20,Pizza,62.0,1.0893143901505207
2024-01-04,Biscotti,41.0,5.176856435081535
2024-01-16,Pizza,25.0,9.671493167988295
2024-10-06,Biscotti,41.0,5.671290521165939
2024-12-01,Biscotti,41.0,7.097880407130579
2024-09-03,Pizza,20.0,3.8067747212519487
2024-09-14,Pane,19.0,7.965922403374863
2024-06-08,Acqua,24.0,7.956293336885036
2024-12-05,Acqua,26.0,5.69166442888725
2024-05-31,Biscotti,49.0,9.784124409512922
2024-06-26,Biscotti,27.0,2.1299519328638805
2024-06-11,Pane,64.0,1.152528984006229
2024-02-02,Latte,82.0,7.931423905813864
2024-06-27,Pizza,34.0,8.264399836283943
2024-04-10,Biscotti,68.0,2.0818650620851864
2024-09-24,Acqua,87.0,3.390245496627455
2024-11-18,Pane,98.0,1.1579712702996603
2024-03-05,Pizza,31.0,3.639777497025082
2024-06-16,Pane,39.0,7.958276865268044
2024-11-25,Pizza,93.0,5.6616447494132105
2024-02-12,Pizza,94.0,4.132860338514593
2024-02-13,Biscotti,53.0,4.345653654156973
2024-10-11,Pane,41.0,1.0121826314392135
2024-01-12,Pane,60.0,3.698204748087123
2024-04-04,Acqua,55.0,6.8181286747413745
2024-10-28,Acqua,30.0,9.767749994347215
2024-09-09,Biscotti,41.0,8.623547442855095
2024-08-29,Biscotti,48.0,1.2123546818097621
2024-02-04,Latte,21.0,9.087045442073554
2024-08-02,Acqua,56.0,8.048785719687633
2024-12-02,Pizza,27.0,8.023385112138824
2024-03-30,Pane,30.0,5.121961831032143
2024-09-20,Biscotti,22.0,4.582047636590525
2024-04-02,Pane,30.0,3.7262415594987335
2024-03-30,Pane,17.0,1.591253730589292
2024-04-24,Latte,55.0,3.0541182714432917
2024-04-14,Acqua,16.0,3.2194327148022217
2024-07-14,Biscotti,32.0,5.356693627391814
2024-11-09,Pane,84.0,7.726999659370246
2024-04-23,Biscotti,95.0,5.26428845558152
2024-03-15,Pizza,31.0,1.5206000450244455
2024-08-04,Latte,98.0,9.620108208893836
2024-10-03,Pizza,31.0,9.48451887184701
2024-09-05,Biscotti,38.0,8.066705888335676
2024-06-12,Biscotti,22.0,9.921951114077984
2024-12-22,Acqua,91.0,5.900340995202367
2024-07-10,Pane,11.0,9.664915152278855
2024-08-14,Pane,38.0,1.680445365550757
2024-06-25,Pizza,94.0,4.291126734352342
2024-04-08,Latte,88.0,3.0284314120608924
2024-02-05,Pane,61.0,2.7624977572084304
2024-04-05,Acqua,52.77040816326531,2.267226540034085
2024-05-31,Pizza,59.0,6.60172277409397
2024-05-30,Pizza,88.0,8.031896701725746
2024-07-08,Acqua,32.0,6.204685594783246
2024-08-11,Latte,97.0,2.322664386293887
2024-02-06,Acqua,53.0,8.300113929401238
2024-09-24,Latte,86.0,6.723592364473556
2024-07-01,Acqua,31.0,4.493491355142959
2024-01-13,Acqua,52.0,7.067172659824567
2024-10-05,Biscotti,46.0,3.3391448131854955
2024-08-04,Pizza,70.0,4.106729876447894
2024-12-20,Acqua,65.0,9.257372588187913
2024-12-26,Acqua,12.0,3.6145405510427837
2024-10-12,Pane,72.0,5.229894413421429
2024-09-29,Pizza,28.0,9.011270236564132
2024-03-02,Pane,32.0,7.369492152407747
2024-03-24,Pizza,38.0,1.5598290354823248
2024-08-04,Pane,39.0,2.325727398510733
2024-12-07,Acqua,48.0,1.0705743169472512
2024-07-05,Acqua,34.0,6.678296112062471
2024-01-19,Biscotti,17.0,5.029060828693765
2024-06-25,Pane,67.0,2.2084736581204796
2024-04-09,Latte,25.0,9.621407089510933
2024-08-20,Biscotti,81.0,5.766937515510579
2024-03-16,Pane,10.0,3.1770396470160027
2024-09-21,Pane,14.0,5.505432140392368
2024-10-10,Biscotti,12.0,7.11658299461597
2024-07-24,Acqua,74.0,1.6861529617620803
2024-08-10,Pane,13.0,3.472334335431028
2024-02-21,Acqua,73.0,8.262689417955944
